bg_id,census_geo_id,statefp,countyfp,tractce,blkgrpce,latitude,longitude,population,num_hhs,hh_no_car,hh_car,flood,anthrax,global,bg,pod,GEOID_num
507,1500000US420034511041,42,3,451104,1,40.532278,-80.252755,3291,1086,0,1086,0,0,1,507,22,420034511041
508,1500000US420034511042,42,3,451104,2,40.542043,-80.25506,512,256,63,193,0,0,1,508,22,420034511042
509,1500000US420034511051,42,3,451105,1,40.508467,-80.215496,994,554,79,475,0,0,1,509,33,420034511051
510,1500000US420034511052,42,3,451105,2,40.509293,-80.229829,1057,503,102,401,0,0,1,510,33,420034511052
511,1500000US420034511053,42,3,451105,3,40.519583,-80.236651,2819,1074,17,1057,0,0,1,511,33,420034511053
512,1500000US420034513001,42,3,451300,1,40.483152,-80.168189,4191,1449,51,1398,0,0,1,512,22,420034513001
513,1500000US420034513002,42,3,451300,2,40.501973,-80.166862,1289,430,0,430,0,0,1,513,33,420034513002
514,1500000US420034513003,42,3,451300,3,40.512065,-80.185553,1220,530,0,530,0,0,1,514,33,420034513003
515,1500000US420034513004,42,3,451300,4,40.499066,-80.190788,774,288,13,275,0,0,1,515,33,420034513004
516,1500000US420034520001,42,3,452000,1,40.504989,-80.299953,413,162,13,149,0,0,1,516,22,420034520001
517,1500000US420034520002,42,3,452000,2,40.462012,-80.214081,1854,748,14,734,0,0,1,517,44,420034520002
518,1500000US420034520003,42,3,452000,3,40.459989,-80.249967,2075,778,54,724,0,0,1,518,44,420034520003
519,1500000US420034520004,42,3,452000,4,40.467482,-80.290788,1277,523,14,509,0,0,1,519,44,420034520004
520,1500000US420034530031,42,3,453003,1,40.423799,-80.198055,1347,527,24,503,0,0,1,520,37,420034530031
521,1500000US420034530032,42,3,453003,2,40.439591,-80.198073,537,228,0,228,0,0,1,521,37,420034530032
522,1500000US420034530041,42,3,453004,1,40.450135,-80.222484,1619,656,0,656,0,0,1,522,44,420034530041
523,1500000US420034530042,42,3,453004,2,40.444651,-80.213744,1842,1037,31,1006,0,0,1,523,37,420034530042
524,1500000US420034530043,42,3,453004,3,40.445625,-80.201173,2160,1034,13,1021,0,0,1,524,37,420034530043
525,1500000US420034530044,42,3,453004,4,40.444283,-80.224461,1107,418,0,418,0,0,1,525,44,420034530044
526,1500000US420034550001,42,3,455000,1,40.400541,-80.186319,1548,658,48,610,0,0,1,526,44,420034550001
527,1500000US420034560011,42,3,456001,1,40.359325,-80.15257,816,342,0,342,0,0,1,527,37,420034560011
528,1500000US420034560012,42,3,456001,2,40.373755,-80.152845,2977,1055,0,1055,0,0,1,528,37,420034560012
529,1500000US420034560031,42,3,456003,1,40.340603,-80.161374,920,345,84,261,0,0,1,529,37,420034560031
530,1500000US420034560032,42,3,456003,2,40.343724,-80.130019,3080,1252,63,1189,0,0,1,530,37,420034560032
531,1500000US420034560033,42,3,456003,3,40.369321,-80.187404,3016,987,0,987,0,0,1,531,37,420034560033
532,1500000US420034560041,42,3,456004,1,40.331033,-80.119278,1667,744,66,678,0,0,1,532,43,420034560041
533,1500000US420034560042,42,3,456004,2,40.325183,-80.132224,3027,1354,175,1179,0,0,1,533,43,420034560042
534,1500000US420034571001,42,3,457100,1,40.363387,-80.114868,785,373,18,355,0,0,1,534,37,420034571001
535,1500000US420034571002,42,3,457100,2,40.358067,-80.113371,688,392,120,272,0,0,1,535,37,420034571002
536,1500000US420034572001,42,3,457200,1,40.36098,-80.103074,500,256,0,256,0,0,1,536,37,420034572001
537,1500000US420034572002,42,3,457200,2,40.358724,-80.100566,844,392,29,363,0,0,1,537,37,420034572002
538,1500000US420034572003,42,3,457200,3,40.354121,-80.101622,1413,663,68,595,0,0,1,538,37,420034572003
539,1500000US420034572004,42,3,457200,4,40.35266,-80.107401,836,480,106,374,0,0,1,539,37,420034572004
540,1500000US420034580001,42,3,458000,1,40.40534,-80.102044,448,260,14,246,0,0,1,540,6,420034580001
541,1500000US420034580002,42,3,458000,2,40.385642,-80.126163,3822,1789,70,1719,0,0,1,541,37,420034580002
542,1500000US420034580003,42,3,458000,3,40.406451,-80.143216,2097,905,16,889,0,0,1,542,37,420034580003
543,1500000US420034580004,42,3,458000,4,40.409808,-80.115029,1660,835,43,792,0,0,1,543,6,420034580004
544,1500000US420034591011,42,3,459101,1,40.495843,-80.136708,1793,681,58,623,0,0,1,544,22,420034591011
545,1500000US420034591021,42,3,459102,1,40.474009,-80.1284,2265,810,0,810,0,0,1,545,6,420034591021
546,1500000US420034591022,42,3,459102,2,40.46088,-80.128565,1160,505,0,505,0,0,1,546,6,420034591022
547,1500000US420034591023,42,3,459102,3,40.474796,-80.145818,2457,1042,0,1042,0,0,1,547,6,420034591023
548,1500000US420034592011,42,3,459201,1,40.432806,-80.105924,1694,831,29,802,0,0,1,548,6,420034592011
549,1500000US420034592012,42,3,459201,2,40.448568,-80.152385,1753,886,16,870,0,0,1,549,44,420034592012
550,1500000US420034592013,42,3,459201,3,40.438871,-80.133482,1973,865,17,848,0,0,1,550,6,420034592013
551,1500000US420034592014,42,3,459201,4,40.453257,-80.121645,555,244,67,177,0,0,1,551,6,420034592014
552,1500000US420034592021,42,3,459202,1,40.428523,-80.101508,747,487,14,473,0,0,1,552,6,420034592021
553,1500000US420034600011,42,3,460001,1,40.483386,-80.096872,2998,1361,124,1237,0,0,1,553,1,420034600011
554,1500000US420034600012,42,3,460001,2,40.488233,-80.115722,1568,660,16,644,0,0,1,554,6,420034600012
555,1500000US420034600021,42,3,460002,1,40.463593,-80.103367,1097,445,8,437,0,0,1,555,6,420034600021
556,1500000US420034600022,42,3,460002,2,40.471785,-80.104136,1875,852,122,730,0,0,1,556,1,420034600022
557,1500000US420034600023,42,3,460002,3,40.478593,-80.11262,567,211,0,211,0,0,1,557,6,420034600023
558,1500000US420034610001,42,3,461000,1,40.51378,-80.136704,1035,600,128,472,0,0,1,558,33,420034610001
559,1500000US420034621001,42,3,462100,1,40.484293,-80.067876,421,181,67,114,0,0,1,559,1,420034621001
560,1500000US420034621002,42,3,462100,2,40.487264,-80.085277,609,276,15,261,0,0,1,560,1,420034621002
561,1500000US420034621003,42,3,462100,3,40.479989,-80.074355,1868,718,200,518,0,0,1,561,1,420034621003
562,1500000US420034626001,42,3,462600,1,40.4732,-80.068805,467,228,58,170,0,0,1,562,1,420034626001
563,1500000US420034626002,42,3,462600,2,40.475716,-80.076757,1264,497,164,333,0,0,1,563,1,420034626002
564,1500000US420034626003,42,3,462600,3,40.474039,-80.078984,755,230,51,179,0,0,1,564,1,420034626003
565,1500000US420034626004,42,3,462600,4,40.471433,-80.074826,876,499,173,326,0,0,1,565,1,420034626004
566,1500000US420034639001,42,3,463900,1,40.467991,-80.076037,1337,620,81,539,0,0,1,566,1,420034639001
567,1500000US420034639002,42,3,463900,2,40.465135,-80.070244,541,298,132,166,0,0,1,567,1,420034639002
568,1500000US420034639003,42,3,463900,3,40.467685,-80.06783,811,288,130,158,0,0,1,568,1,420034639003
569,1500000US420034643001,42,3,464300,1,40.443787,-80.072756,1226,543,52,491,0,0,1,569,6,420034643001
570,1500000US420034643002,42,3,464300,2,40.446472,-80.071295,672,327,53,274,0,0,1,570,6,420034643002
571,1500000US420034643003,42,3,464300,3,40.445005,-80.064668,648,370,45,325,0,0,1,571,1,420034643003
572,1500000US420034643004,42,3,464300,4,40.445084,-80.062025,725,288,17,271,0,0,1,572,1,420034643004
573,1500000US420034644001,42,3,464400,1,40.473439,-80.063856,204,124,50,74,0,0,1,573,1,420034644001
574,1500000US420034644002,42,3,464400,2,40.469883,-80.063129,812,311,128,183,0,0,1,574,1,420034644002
575,1500000US420034644003,42,3,464400,3,40.466449,-80.061256,1287,520,311,209,0,0.3,1,575,1,420034644003
576,1500000US420034644004,42,3,464400,4,40.47358,-80.055271,974,567,191,376,0,0.3,1,576,1,420034644004
577,1500000US420034656001,42,3,465600,1,40.439159,-80.073041,921,509,102,407,0,0,1,577,6,420034656001
578,1500000US420034656002,42,3,465600,2,40.437977,-80.063671,1669,713,212,501,0,0,1,578,6,420034656002
579,1500000US420034658001,42,3,465800,1,40.432477,-80.062128,1365,635,53,582,0,0,1,579,6,420034658001
580,1500000US420034658002,42,3,465800,2,40.433346,-80.071428,1037,452,51,401,0,0,1,580,6,420034658002
581,1500000US420034658003,42,3,465800,3,40.42762,-80.075923,847,378,18,360,0,0,1,581,6,420034658003
582,1500000US420034687001,42,3,468700,1,40.412963,-80.090651,991,515,116,399,0,0,1,582,6,420034687001
583,1500000US420034687002,42,3,468700,2,40.413827,-80.08888,577,247,0,247,0,0,1,583,6,420034687002
584,1500000US420034688001,42,3,468800,1,40.403083,-80.090653,489,287,103,184,0,0,1,584,43,420034688001
585,1500000US420034688002,42,3,468800,2,40.404145,-80.094731,836,383,49,334,0,0,1,585,6,420034688002
586,1500000US420034688003,42,3,468800,3,40.40802,-80.095852,1286,578,32,546,0,0,1,586,6,420034688003
587,1500000US420034689001,42,3,468900,1,40.406796,-80.078506,1505,665,52,613,0,0,1,587,6,420034689001
588,1500000US420034689002,42,3,468900,2,40.402721,-80.077873,898,479,17,462,0,0,1,588,6,420034689002
589,1500000US420034689003,42,3,468900,3,40.402395,-80.084902,1323,737,228,509,0,0,1,589,43,420034689003
590,1500000US420034690001,42,3,469000,1,40.411646,-80.047104,892,430,9,421,0,0,1,590,5,420034690001
591,1500000US420034690002,42,3,469000,2,40.412766,-80.054553,2340,919,18,901,0,0,1,591,6,420034690002
592,1500000US420034690003,42,3,469000,3,40.422533,-80.055515,1681,788,58,730,0,0.3,1,592,6,420034690003
593,1500000US420034703001,42,3,470300,1,40.386236,-80.078751,1645,758,40,718,0,0,1,593,37,420034703001
594,1500000US420034703002,42,3,470300,2,40.377292,-80.081121,2326,971,34,937,0,0,1,594,43,420034703002
595,1500000US420034704001,42,3,470400,1,40.368079,-80.082468,868,403,8,395,0,0,1,595,43,420034704001
596,1500000US420034704002,42,3,470400,2,40.36526,-80.078118,806,324,4,320,0,0,1,596,43,420034704002
597,1500000US420034704003,42,3,470400,3,40.367892,-80.090893,1242,641,98,543,0,0,1,597,43,420034704003
598,1500000US420034705011,42,3,470501,1,40.400474,-80.057418,2048,953,95,858,0,0,1,598,43,420034705011
599,1500000US420034705012,42,3,470501,2,40.395045,-80.060751,1640,1024,16,1008,0,0,1,599,43,420034705012
600,1500000US420034705021,42,3,470502,1,40.406124,-80.066141,1524,684,51,633,0,0,1,600,43,420034705021
601,1500000US420034705022,42,3,470502,2,40.395318,-80.070716,1418,571,20,551,0,0,1,601,43,420034705022
602,1500000US420034706001,42,3,470600,1,40.393546,-80.084514,1637,792,24,768,0,0,1,602,37,420034706001
603,1500000US420034706002,42,3,470600,2,40.39828,-80.0885,666,310,11,299,0,0,1,603,37,420034706002
604,1500000US420034706003,42,3,470600,3,40.399359,-80.092407,900,345,77,268,0,0,1,604,43,420034706003
605,1500000US420034710001,42,3,471000,1,40.391699,-80.091595,1285,627,62,565,0,0,1,605,37,420034710001
606,1500000US420034721001,42,3,472100,1,40.398402,-80.034508,1299,716,172,544,0,0,1,606,5,420034721001
607,1500000US420034721002,42,3,472100,2,40.400165,-80.038522,990,498,37,461,0,0,1,607,6,420034721002
608,1500000US420034722001,42,3,472200,1,40.394587,-80.037863,1068,519,87,432,0,0,1,608,5,420034722001
609,1500000US420034722002,42,3,472200,2,40.391639,-80.041784,454,216,32,184,0,0,1,609,6,420034722002
610,1500000US420034722003,42,3,472200,3,40.394625,-80.042869,804,345,0,345,0,0,1,610,5,420034722003
611,1500000US420034723001,42,3,472300,1,40.394099,-80.033608,576,301,46,255,0,0,1,611,6,420034723001
612,1500000US420034723002,42,3,472300,2,40.392433,-80.032843,907,416,60,356,0,0,1,612,43,420034723002
613,1500000US420034723003,42,3,472300,3,40.391149,-80.031443,509,259,31,228,0,0,1,613,6,420034723003
614,1500000US420034724001,42,3,472400,1,40.389347,-80.038481,1047,408,20,388,0,0,1,614,6,420034724001
615,1500000US420034724002,42,3,472400,2,40.386183,-80.037372,784,355,0,355,0,0,1,615,43,420034724002
616,1500000US420034731001,42,3,473100,1,40.396784,-80.050693,1470,541,0,541,0,0,1,616,5,420034731001
617,1500000US420034731002,42,3,473100,2,40.3919,-80.052268,872,296,0,296,0,0,1,617,6,420034731002
618,1500000US420034731003,42,3,473100,3,40.387389,-80.049358,969,444,48,396,0,0,1,618,6,420034731003
619,1500000US420034731004,42,3,473100,4,40.389619,-80.050998,690,262,0,262,0,0,1,619,6,420034731004
620,1500000US420034731005,42,3,473100,5,40.389491,-80.045042,963,589,135,454,0,0,1,620,43,420034731005
621,1500000US420034732001,42,3,473200,1,40.385143,-80.047325,735,380,104,276,0,0,1,621,6,420034732001
622,1500000US420034732002,42,3,473200,2,40.382534,-80.047472,924,478,67,411,0,0,1,622,5,420034732002
623,1500000US420034732003,42,3,473200,3,40.378736,-80.048148,1254,638,24,614,0,0,1,623,43,420034732003
624,1500000US420034733001,42,3,473300,1,40.384641,-80.0283,1048,554,206,348,0,0,1,624,6,420034733001
625,1500000US420034733002,42,3,473300,2,40.381456,-80.036198,1527,592,29,563,0,0,1,625,5,420034733002
626,1500000US420034733003,42,3,473300,3,40.375139,-80.02639,1195,428,14,414,0,0,1,626,43,420034733003
627,1500000US420034733004,42,3,473300,4,40.375358,-80.033697,1100,401,86,315,0,0,1,627,43,420034733004
628,1500000US420034733005,42,3,473300,5,40.378756,-80.032266,485,244,0,244,0,0,1,628,5,420034733005
629,1500000US420034734011,42,3,473401,1,40.371951,-80.037953,611,261,8,253,0,0,1,629,6,420034734011
630,1500000US420034734012,42,3,473401,2,40.37555,-80.040967,647,220,20,200,0,0,1,630,6,420034734012
631,1500000US420034734013,42,3,473401,3,40.376548,-80.043406,1017,494,128,366,0,0,1,631,5,420034734013
632,1500000US420034734014,42,3,473401,4,40.368756,-80.045723,1404,551,66,485,0,0,1,632,43,420034734014
633,1500000US420034734021,42,3,473402,1,40.355595,-80.047944,1139,543,115,428,0,0,1,633,5,420034734021
634,1500000US420034734022,42,3,473402,2,40.36502,-80.038731,477,204,8,196,0,0,1,634,5,420034734022
635,1500000US420034734023,42,3,473402,3,40.358707,-80.039838,1825,731,8,723,0,0,1,635,6,420034734023
636,1500000US420034735001,42,3,473500,1,40.372946,-80.054457,843,296,0,296,0,0,1,636,5,420034735001
637,1500000US420034735002,42,3,473500,2,40.366037,-80.056865,850,283,18,265,0,0,1,637,5,420034735002
638,1500000US420034735003,42,3,473500,3,40.361982,-80.054393,2010,698,10,688,0,0,1,638,5,420034735003
639,1500000US420034736011,42,3,473601,1,40.388697,-80.065052,946,332,11,321,0,0,1,639,6,420034736011
640,1500000US420034736012,42,3,473601,2,40.384122,-80.060623,1394,607,213,394,0,0,1,640,5,420034736012
641,1500000US420034736013,42,3,473601,3,40.38019,-80.057189,1420,631,47,584,0,0,1,641,5,420034736013
642,1500000US420034736021,42,3,473602,1,40.37252,-80.06195,702,252,0,252,0,0,1,642,5,420034736021
643,1500000US420034736022,42,3,473602,2,40.368798,-80.068106,2413,877,28,849,0,0,1,643,43,420034736022
644,1500000US420034736023,42,3,473602,3,40.368998,-80.074715,552,237,0,237,0,0,1,644,43,420034736023
645,1500000US420034736024,42,3,473602,4,40.375454,-80.076055,1058,619,141,478,0,0,1,645,43,420034736024
646,1500000US420034741011,42,3,474101,1,40.355847,-80.063087,2133,832,0,832,0,0,1,646,43,420034741011
647,1500000US420034741012,42,3,474101,2,40.353593,-80.081558,1511,487,10,477,0,0,1,647,43,420034741012
648,1500000US420034741021,42,3,474102,1,40.347482,-80.068317,2257,778,109,669,0,0,1,648,43,420034741021
649,1500000US420034741022,42,3,474102,2,40.328276,-80.065488,1526,605,36,569,0,0,1,649,43,420034741022
650,1500000US420034742011,42,3,474201,1,40.344467,-80.094721,2458,899,13,886,0,0,1,650,43,420034742011
651,1500000US420034742021,42,3,474202,1,40.316321,-80.097712,2200,925,94,831,0,0,1,651,43,420034742021
652,1500000US420034742022,42,3,474202,2,40.33365,-80.089491,2860,958,0,958,0,0,1,652,43,420034742022
653,1500000US420034742031,42,3,474203,1,40.323097,-80.074874,1373,494,0,494,0,0,1,653,43,420034742031
654,1500000US420034742032,42,3,474203,2,40.309752,-80.086485,709,255,0,255,0,0,1,654,43,420034742032
655,1500000US420034742033,42,3,474203,3,40.309978,-80.078995,2565,854,7,847,0,0,1,655,43,420034742033
656,1500000US420034751011,42,3,475101,1,40.351538,-80.035573,1034,406,0,406,0,0,1,656,43,420034751011
657,1500000US420034751012,42,3,475101,2,40.348618,-80.030348,957,345,58,287,0,0,1,657,43,420034751012
658,1500000US420034751013,42,3,475101,3,40.342731,-80.042224,1069,500,65,435,0,0,1,658,5,420034751013
659,1500000US420034751014,42,3,475101,4,40.34875,-80.04721,1682,1019,198,821,0,0,1,659,43,420034751014
660,1500000US420034751021,42,3,475102,1,40.337331,-80.035026,1574,654,28,626,0,0,1,660,5,420034751021
661,1500000US420034752001,42,3,475200,1,40.318328,-80.06013,981,371,9,362,0,0,1,661,43,420034752001
662,1500000US420034752002,42,3,475200,2,40.333763,-80.052155,971,386,21,365,0,0,1,662,5,420034752002
663,1500000US420034752003,42,3,475200,3,40.327827,-80.052486,1137,469,10,459,0,0,1,663,5,420034752003
664,1500000US420034752004,42,3,475200,4,40.31805,-80.05564,1826,707,0,707,0,0,1,664,43,420034752004
665,1500000US420034753011,42,3,475301,1,40.336033,-80.027248,831,497,29,468,0,0,1,665,43,420034753011
666,1500000US420034753012,42,3,475301,2,40.324935,-80.027712,666,257,0,257,0,0,1,666,42,420034753012
667,1500000US420034753013,42,3,475301,3,40.317965,-80.0354,2426,916,93,823,0,0,1,667,5,420034753013
668,1500000US420034753014,42,3,475301,4,40.326224,-80.034858,849,415,26,389,0,0,1,668,43,420034753014
669,1500000US420034753031,42,3,475303,1,40.311863,-80.042787,1809,648,22,626,0,0,1,669,43,420034753031
670,1500000US420034753032,42,3,475303,2,40.307778,-80.05424,1093,453,0,453,0,0,1,670,43,420034753032
671,1500000US420034753033,42,3,475303,3,40.304025,-80.043673,1039,468,17,451,0,0,1,671,43,420034753033
672,1500000US420034753041,42,3,475304,1,40.308298,-80.064032,1081,478,0,478,0,0,1,672,43,420034753041
673,1500000US420034753042,42,3,475304,2,40.299955,-80.059185,1958,630,10,620,0,0,1,673,43,420034753042
674,1500000US420034753043,42,3,475304,3,40.291974,-80.038803,937,470,0,470,0,0,1,674,43,420034753043
675,1500000US420034753044,42,3,475304,4,40.299915,-80.035277,1457,654,15,639,0,0,1,675,43,420034753044
676,1500000US420034754011,42,3,475401,1,40.349937,-80.018936,1416,624,96,528,0,0,1,676,42,420034754011
677,1500000US420034754012,42,3,475401,2,40.340666,-80.010663,1659,648,8,640,0,0,1,677,42,420034754012
678,1500000US420034754013,42,3,475401,3,40.33289,-80.016995,821,335,9,326,0,0,1,678,42,420034754013
679,1500000US420034754021,42,3,475402,1,40.316016,-80.02481,1132,518,11,507,0,0,1,679,43,420034754021
680,1500000US420034754022,42,3,475402,2,40.305039,-80.025492,1780,694,10,684,0,0,1,680,43,420034754022
681,1500000US420034761001,42,3,476100,1,40.376976,-80.011522,481,195,0,195,0,0,1,681,43,420034761001
682,1500000US420034761002,42,3,476100,2,40.373166,-80.016147,595,358,48,310,0,0,1,682,43,420034761002
683,1500000US420034761003,42,3,476100,3,40.368272,-80.020043,930,478,57,421,0,0,1,683,43,420034761003
684,1500000US420034761004,42,3,476100,4,40.366127,-80.031531,1577,833,26,807,0,0,1,684,43,420034761004
685,1500000US420034761005,42,3,476100,5,40.358689,-80.033143,1358,568,39,529,0,0,1,685,43,420034761005
686,1500000US420034762001,42,3,476200,1,40.371733,-80.00505,808,329,26,303,0,0,1,686,43,420034762001
687,1500000US420034762002,42,3,476200,2,40.365004,-80.011729,1376,659,0,659,0,0,1,687,43,420034762002
688,1500000US420034762003,42,3,476200,3,40.360495,-80.022779,1104,489,25,464,0,0,1,688,43,420034762003
689,1500000US420034771001,42,3,477100,1,40.363484,-80.00368,1199,694,39,655,0,0,1,689,43,420034771001
690,1500000US420034771002,42,3,477100,2,40.352946,-80.001179,779,284,25,259,0,0,1,690,43,420034771002
691,1500000US420034771003,42,3,477100,3,40.356397,-80.008725,1337,496,25,471,0,0,1,691,43,420034771003
692,1500000US420034772001,42,3,477200,1,40.373793,-79.990046,1009,387,0,387,0,0,1,692,42,420034772001
693,1500000US420034772002,42,3,477200,2,40.366645,-79.989396,623,275,23,252,0,0,1,693,43,420034772002
694,1500000US420034772003,42,3,477200,3,40.354959,-79.992539,577,266,9,257,0,0,1,694,43,420034772003
695,1500000US420034772004,42,3,477200,4,40.365962,-79.996995,1829,834,133,701,0,0,1,695,5,420034772004
696,1500000US420034773001,42,3,477300,1,40.365496,-79.964763,1147,552,60,492,0,0,1,696,42,420034773001
697,1500000US420034773002,42,3,477300,2,40.367496,-79.965484,1883,598,167,431,0,0,1,697,42,420034773002
698,1500000US420034773003,42,3,477300,3,40.361572,-79.972503,1104,451,12,439,0,0,1,698,42,420034773003
699,1500000US420034773004,42,3,477300,4,40.356934,-79.976212,951,356,14,342,0,0,1,699,42,420034773004
700,1500000US420034773005,42,3,477300,5,40.351295,-79.982562,1321,541,12,529,0,0,1,700,42,420034773005
701,1500000US420034781001,42,3,478100,1,40.378586,-79.978548,963,447,93,354,0,0,1,701,42,420034781001
702,1500000US420034781002,42,3,478100,2,40.374082,-79.978743,987,419,35,384,0,0,1,702,42,420034781002
703,1500000US420034781003,42,3,478100,3,40.368453,-79.981081,1213,517,40,477,0,0,1,703,42,420034781003
704,1500000US420034781004,42,3,478100,4,40.376701,-79.982924,816,453,42,411,0,0,1,704,42,420034781004
705,1500000US420034782001,42,3,478200,1,40.365536,-79.978082,1196,520,50,470,0,0,1,705,5,420034782001
706,1500000US420034782002,42,3,478200,2,40.374939,-79.970026,2367,906,57,849,0,0,1,706,42,420034782002
707,1500000US420034782003,42,3,478200,3,40.382503,-79.972991,1911,733,146,587,0,0,1,707,5,420034782003
708,1500000US420034790001,42,3,479000,1,40.383248,-80.014533,911,369,13,356,0,0,1,708,43,420034790001
709,1500000US420034790002,42,3,479000,2,40.378012,-80.017845,1147,483,10,473,0,0,1,709,43,420034790002
710,1500000US420034801011,42,3,480101,1,40.346544,-79.990243,621,256,4,252,0,0,1,710,43,420034801011
711,1500000US420034801012,42,3,480101,2,40.33825,-79.987907,1064,380,26,354,0,0,1,711,43,420034801012
712,1500000US420034801013,42,3,480101,3,40.343083,-79.97881,1158,446,78,368,0,0,1,712,5,420034801013
713,1500000US420034801014,42,3,480101,4,40.339462,-79.979105,2508,1070,160,910,0,0,1,713,43,420034801014
714,1500000US420034801021,42,3,480102,1,40.348692,-80.003293,1258,476,24,452,0,0,1,714,43,420034801021
715,1500000US420034801022,42,3,480102,2,40.343796,-80.001101,1057,442,23,419,0,0,1,715,43,420034801022
716,1500000US420034801023,42,3,480102,3,40.341973,-79.994576,735,315,16,299,0,0,1,716,43,420034801023
717,1500000US420034802001,42,3,480200,1,40.358902,-79.960582,1838,719,46,673,0,0,1,717,42,420034802001
718,1500000US420034802002,42,3,480200,2,40.352923,-79.969762,521,226,0,226,0,0,1,718,42,420034802002
719,1500000US420034802003,42,3,480200,3,40.346762,-79.96657,971,315,9,306,0,0,1,719,5,420034802003
720,1500000US420034803001,42,3,480300,1,40.400269,-79.97238,663,288,0,288,0,0,1,720,5,420034803001
721,1500000US420034803002,42,3,480300,2,40.393762,-79.964273,1724,615,0,615,0,0,1,721,5,420034803002
722,1500000US420034803003,42,3,480300,3,40.386957,-79.972168,424,189,8,181,0,0,1,722,42,420034803003
723,1500000US420034803004,42,3,480300,4,40.393556,-79.972382,651,270,19,251,0,0,1,723,5,420034803004
724,1500000US420034804001,42,3,480400,1,40.38714,-79.950736,1219,549,132,417,0,0,1,724,5,420034804001
725,1500000US420034804002,42,3,480400,2,40.380528,-79.947752,849,372,12,360,0,0,1,725,5,420034804002
726,1500000US420034804003,42,3,480400,3,40.382383,-79.962761,1429,650,49,601,0,0,1,726,5,420034804003
727,1500000US420034804004,42,3,480400,4,40.373247,-79.953678,961,433,98,335,0,0,1,727,42,420034804004
728,1500000US420034810001,42,3,481000,1,40.416117,-79.985148,515,245,135,110,0,0,1,728,5,420034810001
729,1500000US420034810002,42,3,481000,2,40.412274,-79.984269,524,238,81,157,0,0,1,729,5,420034810002
730,1500000US420034810003,42,3,481000,3,40.409974,-79.98849,1623,590,274,316,0,0,1,730,5,420034810003
731,1500000US420034810004,42,3,481000,4,40.408029,-79.985943,678,322,51,271,0,0,1,731,5,420034810004
732,1500000US420034825001,42,3,482500,1,40.395418,-79.913359,1778,833,98,735,0,0,1,732,5,420034825001
733,1500000US420034838001,42,3,483800,1,40.400869,-79.910276,788,235,69,166,0,0,1,733,30,420034838001
734,1500000US420034838002,42,3,483800,2,40.406548,-79.908451,1217,601,322,279,0,0,1,734,30,420034838002
735,1500000US420034838003,42,3,483800,3,40.402356,-79.903842,1148,524,250,274,0,0,1,735,30,420034838003
736,1500000US420034843001,42,3,484300,1,40.404777,-79.89742,1598,792,158,634,0,0,1,736,5,420034843001
737,1500000US420034843002,42,3,484300,2,40.403667,-79.889676,395,205,17,188,0,0,1,737,5,420034843002
738,1500000US420034843003,42,3,484300,3,40.405889,-79.902374,1155,465,186,279,0,0,1,738,5,420034843003
739,1500000US420034845001,42,3,484500,1,40.378699,-79.901,1863,779,47,732,0,0,1,739,5,420034845001
740,1500000US420034845002,42,3,484500,2,40.382118,-79.901114,1002,465,61,404,0,0,1,740,5,420034845002
741,1500000US420034845003,42,3,484500,3,40.385629,-79.903289,1156,550,50,500,0,0,1,741,5,420034845003
742,1500000US420034845004,42,3,484500,4,40.385473,-79.911241,1861,877,91,786,0,0,1,742,5,420034845004
743,1500000US420034846001,42,3,484600,1,40.399237,-79.903178,558,261,102,159,0,0,1,743,5,420034846001
744,1500000US420034846002,42,3,484600,2,40.391226,-79.902893,929,455,57,398,0,0,1,744,5,420034846002
745,1500000US420034846003,42,3,484600,3,40.390943,-79.898027,712,397,78,319,0,0,1,745,5,420034846003
746,1500000US420034850001,42,3,485000,1,40.399147,-79.888657,1135,524,45,479,0,0,1,746,20,420034850001
747,1500000US420034867001,42,3,486700,1,40.379848,-79.859343,1720,771,427,344,0,0,1,747,20,420034867001
748,1500000US420034867002,42,3,486700,2,40.374001,-79.851124,696,313,171,142,0,0,1,748,20,420034867002
749,1500000US420034868001,42,3,486800,1,40.370293,-79.8484,630,239,81,158,0,0,1,749,20,420034868001
750,1500000US420034868002,42,3,486800,2,40.368855,-79.854523,885,398,39,359,0,0,1,750,20,420034868002
751,1500000US420034869001,42,3,486900,1,40.363769,-79.852519,909,272,37,235,0,0,1,751,20,420034869001
752,1500000US420034869002,42,3,486900,2,40.365524,-79.847293,482,181,64,117,0,0,1,752,20,420034869002
753,1500000US420034869003,42,3,486900,3,40.363346,-79.847665,222,80,48,32,0,0,1,753,20,420034869003
754,1500000US420034870001,42,3,487000,1,40.354888,-79.889441,784,389,46,343,0,0,1,754,5,420034870001
755,1500000US420034870002,42,3,487000,2,40.349044,-79.891891,995,520,111,409,0,0,1,755,20,420034870002
756,1500000US420034881001,42,3,488100,1,40.388106,-79.889883,880,412,30,382,0,0,1,756,20,420034881001
757,1500000US420034881002,42,3,488100,2,40.385141,-79.88377,1251,502,10,492,0,0,1,757,20,420034881002
758,1500000US420034882001,42,3,488200,1,40.395599,-79.876474,1827,686,207,479,0,0,1,758,20,420034882001
759,1500000US420034882002,42,3,488200,2,40.385886,-79.874945,749,248,11,237,0,0,1,759,20,420034882002
760,1500000US420034882003,42,3,488200,3,40.392512,-79.882257,947,375,11,364,0,0,1,760,20,420034882003
